,pptID,fileName,condition,age,gender,nationality,firstLang,trial,clipId,freetext,Competing,Cooperating,PlaySeparate,PlayTogether,leftSad,rightSad,leftHappy,rightHappy,leftAngry,rightAngry,leftExcited,rightExcited,leftCalm,rightCalm,leftFriendly,rightFriendly,leftAggressive,rightAggressive,leftEngaged,rightEngaged,leftDistracted,rightDistracted,leftBored,rightBored,leftFrustrated,rightFrustrated,leftDominant,rightDominant,leftSubmissive,rightSubmissive,diffSad,sumSad,diffHappy,sumHappy,diffAngry,sumAngry,diffExcited,sumExcited,diffCalm,sumCalm,diffFriendly,sumFriendly,diffAggressive,sumAggressive,diffEngaged,sumEngaged,diffDistracted,sumDistracted,diffBored,sumBored,diffFrustrated,sumFrustrated,diffDominant,sumDominant,diffSubmissive,sumSubmissive
715,114,91kinnp9uozxsy_data.csv,2,58,Male,American,English,4,13,"Both children were very active with the screen and used it together, but both were aggressive but used it together. Little annoyance but cooperative.",3,3,3,3,1,1,3,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,1,1,0,-2,0,2,0,-2,0,2,0,2,0,2,0,2,0,2,0,-2,0,-2,0,-2,0,2,0,-2
720,115,93kinlyremfgbm_data.csv,2,28,Male,American,English,1,05,The girl in pink seemed as though she was enjoying herself. She actively played the game on the table top. The girl in yellow seemed as though she was very bored and uninterested.,0,0,4,0,2,0,0,4,3,0,0,4,1,4,1,4,1,0,0,4,1,0,4,0,2,0,0,4,1,1,2,-2,4,0,3,-1,4,0,3,1,3,1,1,-3,4,0,1,-3,4,0,2,-2,4,0,0,-2
721,115,93kinlyremfgbm_data.csv,2,28,Male,American,English,2,12,They were both very active in playing the game on the tabletop. The girl in pink seemed a tad more serious in her playing than the girl in yellow.,3,4,0,4,0,0,4,4,0,0,4,4,4,3,4,4,0,1,4,4,0,0,0,0,0,0,0,4,4,0,0,-4,0,4,0,-4,0,4,1,3,0,4,1,-3,0,4,0,-4,0,-4,0,-4,4,0,4,0
722,115,93kinlyremfgbm_data.csv,2,28,Male,American,English,3,13,"They are the same girls from before but this time, they seem to be interacting with each other more. They both seem happy and enjoying the game.",4,4,0,4,0,0,4,4,0,0,4,4,4,3,4,4,0,1,4,4,0,0,0,0,0,0,0,4,4,0,0,-4,0,4,0,-4,0,4,1,3,0,4,1,-3,0,4,0,-4,0,-4,0,-4,4,0,4,0
723,115,93kinlyremfgbm_data.csv,2,28,Male,American,English,4,15,They both seemed to be working together to solve problems on the tabletop. Both seem to be cooperating and working together.,3,4,0,4,0,0,4,4,0,0,3,3,4,4,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,-4,0,4,0,-4,0,2,0,4,0,4,0,-4,0,4,0,-4,0,-4,0,-4,0,-4,0,-4
724,160,95kin5ptcll8pq_data.csv,2,24,Female,Indian,Tamil,1,12,"BOTH OF THEM PLAYING TOUCHPAD GAMES,I THINK IT IS MOST OF THE GIRLS PLAYING GAME.",3,4,2,4,1,2,4,4,1,1,4,4,3,3,4,4,3,3,4,4,1,1,1,1,2,3,2,2,3,3,1,-1,0,4,0,-2,0,4,0,2,0,4,0,2,0,4,0,-2,0,-2,1,1,0,0,0,2
725,160,95kin5ptcll8pq_data.csv,2,24,Female,Indian,Tamil,2,01,"
BOTH OF THEM PLAYING SOME INTERESTING VIDEOGAMES FOR OUR TOUCHPAD,PALYED VERY INTERESTINGLY",3,1,2,4,1,3,1,2,4,1,3,3,1,3,1,3,4,3,4,4,1,3,2,2,1,3,3,1,2,3,2,0,1,-1,3,1,0,2,2,0,2,0,1,3,0,4,2,0,0,0,2,0,2,0,1,1
726,160,95kin5ptcll8pq_data.csv,2,24,Female,Indian,Tamil,3,16,"BOTH OF THEM PLAYING SOME DRAWING GAMES FOR OUR TOUCHPAD,THEY ARE PLAYING VERY WELL AND INTERESTED.",3,3,1,4,3,1,1,4,1,3,3,3,4,2,3,1,1,3,4,4,1,1,2,2,3,1,1,4,3,3,2,0,3,1,2,0,0,2,2,2,2,0,2,0,0,4,0,-2,0,0,2,0,3,1,0,2
727,160,95kin5ptcll8pq_data.csv,2,24,Female,Indian,Tamil,4,17,"BOTH OF THEM PLAYING SOME CREATING CIRCLE VIDEO GAME FOR OUR TOUCHPAD,THEY ARE VERY INTERESTED AND PLAYED VERY WELL.",3,4,3,3,1,3,4,1,2,4,3,3,1,4,1,4,4,4,4,4,3,1,3,2,2,4,1,4,2,3,2,0,3,1,2,2,0,2,3,1,3,1,0,4,0,4,2,0,1,1,2,2,3,1,1,1
736,106,96kinp3bbbqu7t_data.csv,2,28,Male,Indian,Tamil,1,18,they interested to draw something in the table Glass,3,1,3,1,1,1,3,1,1,1,1,3,3,3,3,1,2,3,3,3,3,1,1,1,1,1,2,2,3,1,0,-2,2,0,0,-2,2,0,0,2,2,0,1,1,0,2,2,0,0,-2,0,-2,0,0,2,0
737,106,96kinp3bbbqu7t_data.csv,2,28,Male,Indian,Tamil,2,17,The Left was try to do some on table. but the right side was heavily involved in drawing some.,1,3,1,3,1,1,3,3,1,1,3,3,1,3,3,4,3,1,3,3,3,3,1,1,1,1,1,1,1,3,0,-2,0,2,0,-2,0,2,2,0,1,3,2,0,0,2,0,2,0,-2,0,-2,0,-2,2,0
738,106,96kinp3bbbqu7t_data.csv,2,28,Male,Indian,Tamil,3,20,they are try to draw something,1,3,3,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
739,106,96kinp3bbbqu7t_data.csv,2,28,Male,Indian,Tamil,4,14,Two children try to draw something,3,3,3,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
744,116,96kins2euaagp5_data.csv,2,35,Male,Indian,English,1,07,I think they were interacting about some scribbling done by one of the child.,3,3,1,3,1,3,3,3,1,1,2,2,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,0,0,2,0,-2,0,0,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
745,116,96kins2euaagp5_data.csv,2,35,Male,Indian,English,2,05,they are talking about the colors I think .,1,1,3,1,3,1,1,3,0,0,0,1,3,3,1,1,1,1,3,4,1,1,0,0,1,1,1,1,1,1,2,0,2,0,0,-4,1,-3,0,2,0,-2,0,-2,1,3,0,-2,0,-4,0,-2,0,-2,0,-2
746,116,96kins2euaagp5_data.csv,2,35,Male,Indian,English,3,19,Both are perfectly engaged in the game.They found to be very interactive throughout the game.,3,4,1,4,0,0,3,3,0,0,3,3,3,3,3,3,0,0,4,4,0,0,0,0,0,0,0,0,1,1,0,-4,0,2,0,-4,0,2,0,2,0,2,0,-4,0,4,0,-4,0,-4,0,-4,0,-4,0,-2
747,116,96kins2euaagp5_data.csv,2,35,Male,Indian,English,4,18,Right side kid dominating the left kid and could found no proper cooperation given to the left side kid.,3,1,1,3,0,3,3,1,1,3,3,1,3,1,4,1,1,3,3,3,1,1,1,1,1,3,1,3,1,3,3,-1,2,0,2,0,2,0,2,0,3,1,2,0,0,2,0,-2,0,-2,2,0,2,0,2,0
752,161,97kinkoha43atz_data.csv,2,28,Male,Indian,Tamil,1,19,The children's play game on a table.The boys competent one to another.,4,3,1,4,1,1,3,3,1,1,4,3,1,3,3,3,3,3,4,4,1,1,1,1,3,1,1,3,1,1,0,-2,0,2,0,-2,1,3,2,0,0,2,0,2,0,4,0,-2,0,-2,2,0,2,0,0,-2
753,161,97kinkoha43atz_data.csv,2,28,Male,Indian,Tamil,2,05,The children's play the game.The left girl get bored doing this.,3,3,1,4,3,1,1,3,1,1,1,3,3,1,1,3,1,3,3,4,3,1,4,1,1,1,1,3,1,1,2,0,2,0,0,-2,2,0,2,0,2,0,2,0,1,3,2,0,3,1,0,-2,2,0,0,-2
754,161,97kinkoha43atz_data.csv,2,28,Male,Indian,Tamil,3,18,The children's engaged in the table right child more dominate this video.,4,1,1,4,1,1,3,3,3,3,3,1,1,1,3,3,3,3,4,4,1,1,1,1,3,3,1,4,1,1,0,-2,0,2,0,2,2,0,0,-2,0,2,0,2,0,4,0,-2,0,-2,0,2,3,1,0,-2
755,161,97kinkoha43atz_data.csv,2,28,Male,Indian,Tamil,4,07,The children's talk something about this game.The right girl get bored about doing this.,4,3,1,4,1,3,4,1,1,1,3,1,1,3,3,3,3,1,4,1,1,4,1,4,3,1,4,1,1,1,2,0,3,1,0,-2,2,0,2,0,0,2,2,0,3,1,3,1,3,1,2,0,3,1,0,-2
760,103,98kin6582gdo3v_data.csv,2,30,Female,American,English,1,12,this children interacting about sketch the drawing and both are very interesting to draw the paint  ,3,2,3,3,1,2,1,0,2,2,2,3,1,1,4,3,2,3,2,3,3,4,3,4,3,2,2,3,3,4,1,-1,1,-3,0,0,1,1,0,-2,1,3,1,1,1,1,1,3,1,3,1,1,1,1,1,3
761,103,98kin6582gdo3v_data.csv,2,30,Female,American,English,2,14,this children was writing something on the writing board at home both are happy to see the write ,3,2,3,3,3,2,2,3,4,3,2,3,3,4,4,3,2,1,2,1,3,2,2,3,2,3,2,3,2,3,1,1,1,1,1,3,1,1,1,3,1,3,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1
762,103,98kin6582gdo3v_data.csv,2,30,Female,American,English,3,03,both children are very happy to write on the glass plate  ,3,2,2,3,1,2,2,3,2,3,3,4,1,2,2,3,3,2,2,1,3,4,2,3,3,2,1,3,3,1,1,-1,1,1,1,1,1,3,1,-1,1,1,1,1,1,-1,1,3,1,1,1,1,2,0,2,0
763,103,98kin6582gdo3v_data.csv,2,30,Female,American,English,4,04,this children are playing on the home with paper. then both are happy moment of this day,4,3,3,4,2,1,1,3,3,2,1,2,2,3,3,4,2,1,3,2,2,3,3,2,3,4,3,2,3,2,1,-1,2,0,1,1,1,-1,1,1,1,3,1,-1,1,1,1,1,1,1,1,3,1,1,1,1
764,162,99kinke5nz85uq_data.csv,2,27,Male,Indian,English,1,09,they doing some work in the table of some working lab,3,3,1,3,1,1,2,3,1,1,1,3,2,3,3,3,2,3,3,2,2,1,1,2,3,3,3,3,2,3,0,-2,1,1,0,-2,2,0,1,1,0,2,1,1,1,1,1,-1,1,-1,0,2,0,2,1,1
765,162,99kinke5nz85uq_data.csv,2,27,Male,Indian,English,2,02,the children cleaning the table to part some area,2,3,1,3,2,1,1,2,2,3,3,2,2,3,3,3,3,2,3,2,3,1,1,2,1,2,3,2,2,3,1,-1,1,-1,1,1,1,1,1,1,0,2,1,1,1,1,2,0,1,-1,1,-1,1,1,1,1
766,162,99kinke5nz85uq_data.csv,2,27,Male,Indian,English,3,13,the children are playing together with some parts of area,3,3,2,3,3,2,1,3,3,3,2,3,2,1,2,3,3,2,2,3,1,1,1,2,1,3,3,2,3,2,1,1,2,0,0,2,1,1,1,-1,1,1,1,1,1,1,0,-2,1,-1,2,0,1,1,1,1
767,162,99kinke5nz85uq_data.csv,2,27,Male,Indian,English,4,11,the children are playing in the table with one another,2,3,1,3,3,2,1,3,1,2,2,2,3,2,3,3,2,3,1,2,3,3,2,2,2,1,3,2,2,3,1,1,2,0,1,-1,0,0,1,1,0,2,1,1,1,-1,0,2,0,0,1,-1,1,1,1,1
768,163,99kinmhnsll1xk_data.csv,2,25,Male,Indian,Tamil,1,15,Both the children are playing the game in touch pad very interestingly.,4,4,2,4,1,0,4,4,0,0,2,3,3,3,4,4,3,3,4,4,1,1,0,0,0,0,3,4,2,2,1,-3,0,4,0,-4,1,1,0,2,0,4,0,2,0,4,0,-2,0,-4,0,-4,1,3,0,0
769,163,99kinmhnsll1xk_data.csv,2,25,Male,Indian,Tamil,2,06,Two children are doing something very sincerely in the touch pad. And they interact each other.,3,3,2,3,1,1,4,4,0,0,2,3,2,4,3,3,1,1,3,3,1,1,0,0,1,1,3,3,2,2,0,-2,0,4,0,-4,1,1,2,2,0,2,0,-2,0,2,0,-2,0,-4,0,-2,0,2,0,0
770,163,99kinmhnsll1xk_data.csv,2,25,Male,Indian,Tamil,3,01,Both the girl children are playing game very competitively and happily.,3,3,0,3,0,0,4,4,0,0,3,3,2,2,4,4,1,1,3,3,0,0,0,0,1,1,4,4,1,1,0,-4,0,4,0,-4,0,2,0,0,0,4,0,-2,0,2,0,-4,0,-4,0,-2,0,4,0,-2
771,163,99kinmhnsll1xk_data.csv,2,25,Male,Indian,Tamil,4,14,Both the children are playing in touch pad with little amount of their interaction.,3,3,2,3,0,0,3,3,0,0,1,1,2,2,3,3,0,0,3,3,1,1,0,0,1,1,3,3,2,2,0,-4,0,2,0,-4,0,-2,0,0,0,2,0,-4,0,2,0,-2,0,-4,0,-2,0,2,0,0
772,110,9kin8sobm3p1c_data.csv,2,35,Male,Indian,Tamil,1,05,Both are interacted with large size of display some unit..Hope both are play with some games or studies  ,1,1,3,2,4,1,1,3,2,1,0,3,2,3,0,3,1,2,2,3,2,0,4,0,4,1,1,3,3,2,3,1,2,0,1,-1,3,-1,1,1,3,-1,1,-1,1,1,2,-2,4,0,3,1,2,0,1,1
773,110,9kin8sobm3p1c_data.csv,2,35,Male,Indian,Tamil,2,19,Both are interacted with the same large display ..hope both are seeing & discussing about world map ,1,4,1,4,1,2,3,3,0,1,3,2,3,3,3,3,1,1,3,3,1,3,1,1,0,0,1,1,2,1,1,-1,0,2,1,-3,1,1,0,2,0,2,0,-2,0,2,2,0,0,-2,0,-4,0,-2,1,-1
774,110,9kin8sobm3p1c_data.csv,2,35,Male,Indian,Tamil,3,17,Both are painting with help of large display & Enjoying with painting ,4,3,1,3,1,1,4,3,0,1,4,1,1,2,3,3,2,1,1,3,4,1,0,1,1,2,3,2,1,2,0,-2,1,3,1,-3,3,1,1,-1,0,2,1,-1,2,0,3,1,1,-3,1,-1,1,1,1,-1
775,110,9kin8sobm3p1c_data.csv,2,35,Male,Indian,Tamil,4,09,Both are coloring some objects with help of large display unit.. ,1,3,1,3,1,1,2,3,1,1,1,3,3,2,2,3,1,1,3,2,0,3,2,0,1,1,3,1,2,3,0,-2,1,1,0,-2,2,0,1,1,1,1,0,-2,1,1,3,-1,2,-2,0,-2,2,0,1,1
776,111,9kinc24bxuwj7_data.csv,2,26,Male,Indian,Tamil,1,04,They are playing a game.Elder one is guiding the younger one.,2,3,0,3,0,0,2,3,0,0,2,3,4,2,3,3,1,1,0,3,1,1,3,1,0,0,1,3,4,0,0,-4,1,1,0,-4,1,1,2,2,0,2,0,-2,3,-1,0,-2,2,0,0,-4,2,0,4,0
777,111,9kinc24bxuwj7_data.csv,2,26,Male,Indian,Tamil,2,08,Two kids were playing table game.One kid seems uninterested.,2,2,0,3,1,1,2,1,1,1,4,1,0,3,2,3,3,1,1,3,4,1,3,1,0,0,3,1,1,3,0,-2,1,-1,0,-2,3,1,3,-1,1,1,2,0,2,0,3,1,2,0,0,-4,2,0,2,0
778,111,9kinc24bxuwj7_data.csv,2,26,Male,Indian,Tamil,3,06,Two kids were playing table game.These two seems very interested playing this.,1,4,1,4,0,0,2,0,0,0,1,3,4,1,3,4,1,1,3,4,0,0,0,0,0,0,1,3,3,1,0,-4,2,-2,0,-4,2,0,3,1,1,3,0,-2,1,3,0,-4,0,-4,0,-4,2,0,2,0
779,111,9kinc24bxuwj7_data.csv,2,26,Male,Indian,Tamil,4,11,two kids enjoying table game.Seems like they are competing each other.,4,1,0,1,0,0,3,3,0,0,3,2,1,3,3,3,0,0,3,3,2,0,3,1,0,0,1,1,1,1,0,-4,0,2,0,-4,1,1,2,0,0,2,0,-4,0,2,2,-2,2,0,0,-4,0,-2,0,-2
780,101,9kine96uv7fgp_data.csv,2,21,Male,American,English,1,13,they were having fun doing something together so they synchronized and did the same action,2,3,0,4,1,1,3,2,0,3,3,3,4,2,4,3,1,3,3,3,2,1,1,1,1,3,0,4,4,1,0,-2,1,1,3,-1,0,2,2,2,1,3,2,0,0,2,1,-1,0,-2,2,0,4,0,3,1
781,101,9kine96uv7fgp_data.csv,2,21,Male,American,English,2,03,they were both having fun together and looked surprised when they did a certain action,1,4,1,4,0,0,4,4,0,0,3,3,3,3,3,3,0,0,4,3,1,2,1,2,1,1,3,1,0,3,0,-4,0,4,0,-4,0,2,0,2,0,2,0,-4,1,3,1,-1,1,-1,0,-2,2,0,3,-1
782,101,9kine96uv7fgp_data.csv,2,21,Male,American,English,3,10,the girl on the right was hogging up all the space and the girl on the left was sitting there not doing much,3,1,4,1,4,0,1,3,2,1,1,3,3,1,3,1,1,3,1,3,3,1,3,1,3,0,0,4,4,0,4,0,2,0,1,-1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,-1,4,0,4,0
783,101,9kine96uv7fgp_data.csv,2,21,Male,American,English,4,19,the boy on the right was guiding the boy on the left telling him what to do,1,3,1,4,0,0,3,3,1,1,2,2,3,3,3,3,1,1,3,3,1,1,1,1,1,1,0,4,4,0,0,-4,0,2,0,-2,0,0,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,4,0,4,0
784,112,9kinegq3gp986_data.csv,2,38,Female,American,English,1,17,it seemed like where having a really good time playing with each other ,1,3,3,4,0,0,3,3,0,0,4,2,1,3,3,3,1,1,4,4,0,1,2,2,1,1,4,2,1,3,0,-4,0,2,0,-4,2,2,2,0,0,2,0,-2,0,4,1,-3,0,0,0,-2,2,2,2,0
785,112,9kinegq3gp986_data.csv,2,38,Female,American,English,2,01,they was engaging with each other over the game table they lookedlike they was having fun,0,3,0,4,0,0,3,3,0,0,3,3,3,3,4,4,0,0,4,4,0,0,0,0,0,0,0,0,1,1,0,-4,0,2,0,-4,0,2,0,2,0,4,0,-4,0,4,0,-4,0,-4,0,-4,0,-4,0,-2
786,112,9kinegq3gp986_data.csv,2,38,Female,American,English,3,07,it seems like they was annoyed with each other with the one on the right over talking the other one ,2,1,3,1,2,2,0,0,3,2,1,1,1,1,1,1,3,1,1,3,3,1,3,1,3,3,2,2,1,1,0,0,0,-4,1,1,0,-2,0,-2,0,-2,2,0,2,0,2,0,2,0,0,2,0,0,0,-2
787,112,9kinegq3gp986_data.csv,2,38,Female,American,English,4,06,they seemed to both be playing with each other doing something on the table ,0,4,0,4,0,0,3,3,0,0,1,1,3,3,4,4,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,-4,0,2,0,-4,0,-2,0,2,0,4,1,-1,0,4,4,0,0,-4,0,-4,0,-4,0,-4
792,102,9kinjwuckqpa9_data.csv,2,34,Male,American,English,1,19,I noticed they seemed interested and that they were working together to get a task done on the touch screen. They paid attention to it while communicating to each other.,1,4,1,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,0,0,1,3,2,2,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-4,2,0,0,0
793,102,9kinjwuckqpa9_data.csv,2,34,Male,American,English,2,01,They looked like they were having a lot fun. Truly playing with each other and having fun. I enjoyed seeing the smiles.,3,3,0,4,0,0,4,4,0,0,3,3,3,3,4,4,1,1,4,4,0,0,0,0,1,1,1,1,1,1,0,-4,0,4,0,-4,0,2,0,2,0,4,0,-2,0,4,0,-4,0,-4,0,-2,0,-2,0,-2
794,102,9kinjwuckqpa9_data.csv,2,34,Male,American,English,3,08,Not much interaction between the two girls. The girl on the right seemed to want to complete the task. ,1,2,3,1,1,1,3,3,1,1,1,3,3,3,3,3,1,1,0,3,4,1,4,1,1,1,1,2,1,1,0,-2,0,2,0,-2,2,0,0,2,0,2,0,-2,3,-1,3,1,3,1,0,-2,1,-1,0,-2
795,102,9kinjwuckqpa9_data.csv,2,34,Male,American,English,4,12,"Good interaction, I noticed no direct eye contact but they were having fun with each other. They were very involved in the ask at hand.",2,4,1,4,0,0,4,3,0,1,4,3,1,3,4,3,1,1,4,4,0,0,1,1,0,0,1,1,1,1,0,-4,1,3,1,-3,1,3,2,0,1,3,0,-2,0,4,0,-4,0,-2,0,-4,0,-2,0,-2
