,pptID,fileName,condition,age,gender,nationality,firstLang,trial,clipId,freetext,Competing,Cooperating,PlaySeparate,PlayTogether,leftSad,rightSad,leftHappy,rightHappy,leftAngry,rightAngry,leftExcited,rightExcited,leftCalm,rightCalm,leftFriendly,rightFriendly,leftAggressive,rightAggressive,leftEngaged,rightEngaged,leftDistracted,rightDistracted,leftBored,rightBored,leftFrustrated,rightFrustrated,leftDominant,rightDominant,leftSubmissive,rightSubmissive,diffSad,sumSad,diffHappy,sumHappy,diffAngry,sumAngry,diffExcited,sumExcited,diffCalm,sumCalm,diffFriendly,sumFriendly,diffAggressive,sumAggressive,diffEngaged,sumEngaged,diffDistracted,sumDistracted,diffBored,sumBored,diffFrustrated,sumFrustrated,diffDominant,sumDominant,diffSubmissive,sumSubmissive
728,60,96kin3e6ut6u4j_data.csv,1,35,Male,American,English,1,02,It seems like they were doing something together.  It seemed they were both kind of into the activity. ,3,3,2,3,2,1,3,3,1,2,2,3,3,1,3,2,2,3,3,3,1,1,2,1,2,3,1,3,3,1,1,-1,0,2,1,-1,1,1,2,0,1,1,1,1,0,2,0,-2,1,-1,1,1,2,0,2,0
729,60,96kin3e6ut6u4j_data.csv,1,35,Male,American,English,2,17,They seemed like they were picking over items on a table.  It's really hard to say though. ,1,3,1,3,2,2,2,2,1,1,2,2,3,3,3,3,1,1,4,4,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,-2,0,0,0,2,0,2,0,-2,0,4,0,0,0,0,0,0,0,0,0,0
730,60,96kin3e6ut6u4j_data.csv,1,35,Male,American,English,3,15,The guy on the right was being a pick.  He was trying to keep the guy on the left off what he was doing. ,1,2,3,1,3,2,1,2,2,2,2,2,1,2,2,0,2,4,2,4,2,2,3,1,4,2,0,4,4,1,1,1,1,-1,0,0,0,0,1,-1,2,-2,2,2,2,2,0,0,2,0,2,2,4,0,3,1
731,60,96kin3e6ut6u4j_data.csv,1,35,Male,American,English,4,04,They seemed to have a toybox.  They were pulling items out of it and looking at stuff. ,2,3,2,3,2,2,2,2,1,1,3,2,2,2,3,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,0,0,0,0,0,-2,1,1,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0
732,61,96kinna3uwezrp_data.csv,1,28,Female,American,English,1,04,it looks like they are building something together or playing with a toy together because they are both looking at something that is placed between them,1,4,0,4,1,1,4,4,0,0,2,2,3,2,3,3,1,0,3,4,0,1,2,0,1,0,0,3,3,0,0,-2,0,4,0,-4,0,0,1,1,0,2,1,-3,1,3,1,-3,2,-2,1,-3,3,-1,3,-1
733,61,96kinna3uwezrp_data.csv,1,28,Female,American,English,2,06,the children look like the are cooperating well and working together on something,0,4,0,4,1,0,3,3,0,0,2,2,3,3,3,4,0,0,4,4,0,0,0,0,0,1,0,0,1,1,1,-3,0,2,0,-4,0,0,0,2,1,3,0,-4,0,4,0,-4,0,-4,1,-3,0,-4,0,-2
734,61,96kinna3uwezrp_data.csv,1,28,Female,American,English,3,07,the child on the right looked like they were instructing the child on the left on what to do ,0,3,1,3,1,0,2,3,0,0,2,1,3,2,3,2,1,1,4,3,1,1,2,1,1,0,0,4,4,0,1,-3,1,1,0,-4,1,-1,1,1,1,1,0,-2,1,3,0,-2,1,-1,1,-3,4,0,4,0
735,61,96kinna3uwezrp_data.csv,1,28,Female,American,English,4,08,the child on the left was distracted and not being helpful to the child on the right. they were looking around a lot,1,1,1,2,2,1,2,3,0,0,0,1,3,3,2,2,0,0,0,4,4,0,3,0,2,0,1,1,2,3,1,-1,1,1,0,-4,1,-3,0,2,0,0,0,-4,4,0,4,0,3,-1,2,-2,0,-2,1,1
740,100,96kinpl59h7ofr_data.csv,1,26,Male,American,English,1,20,They were just doing stuff with their hands and not much else.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,100,96kinpl59h7ofr_data.csv,1,26,Male,American,English,2,17,They were doing more stuff with their hands and moving a bit more.,3,3,3,1,2,2,2,2,3,3,2,2,1,3,2,2,2,2,3,3,1,3,1,3,1,1,2,2,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,2,0,0,-2,0,0,0,0
742,100,96kinpl59h7ofr_data.csv,1,26,Male,American,English,3,08,The one on the right seemed to be showing something to the one on the left.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,100,96kinpl59h7ofr_data.csv,1,26,Male,American,English,4,19,The one on the right seemed to be a performance or something for the one on the left.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,62,97kinb9s5v1olk_data.csv,1,22,Female,American,English,1,13,The kids tended to try and take over each other's spot and at one point had a small fight. ,2,1,3,2,1,1,2,2,1,3,3,1,3,1,2,1,0,3,3,2,1,1,1,2,1,3,0,4,4,0,0,-2,0,0,2,0,2,0,2,0,1,-1,3,-1,1,1,0,-2,1,-1,2,0,4,0,4,0
749,62,97kinb9s5v1olk_data.csv,1,22,Female,American,English,2,05,They  didn't really interact with each other and one of them seemed bored compared to the other.,0,0,4,0,2,0,1,4,1,0,0,3,3,2,1,1,0,0,0,4,3,0,4,0,1,0,2,2,2,2,2,-2,3,1,1,-3,3,-1,1,1,0,-2,0,-4,4,0,3,-1,4,0,1,-3,0,0,0,0
750,62,97kinb9s5v1olk_data.csv,1,22,Female,American,English,3,06,They looked like they were trying to accomplish something together and were playing together.,1,3,1,4,1,1,2,2,0,0,2,2,4,4,3,3,1,1,4,4,0,0,1,1,3,1,2,2,2,2,0,-2,0,0,0,-4,0,0,0,4,0,2,0,-2,0,4,0,-4,0,-2,2,0,0,0,0,0
751,62,97kinb9s5v1olk_data.csv,1,22,Female,American,English,4,18,The kid on the right wanted to play but the kid on the left wouldn't let the kid on the right play.,1,0,4,0,2,1,2,2,2,1,0,1,3,0,3,0,0,4,2,3,2,1,3,0,3,1,0,4,4,0,1,-1,0,0,1,-1,1,-3,3,-1,3,-1,4,0,1,1,1,-1,3,-1,2,0,4,0,4,0
756,63,97kins8dpp6eaf_data.csv,1,29,Male,American,English,1,13,"Two children playing game using hands, likely the game is hand cricket.",3,3,0,3,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,0,-2,0,0,1,-1,0,0,0,-2,0,0,0,0,0,0,1,-1,0,-2,0,-2,1,-1,0,-2
757,63,97kins8dpp6eaf_data.csv,1,29,Male,American,English,2,09,Two children playing the game. right one excited about his game. Left cooperating with him,2,3,1,3,2,1,2,2,2,2,1,3,3,1,3,1,1,3,1,1,1,1,1,1,2,2,1,3,3,1,1,-1,0,0,0,0,2,0,2,0,2,0,2,0,0,-2,0,-2,0,-2,0,0,2,0,2,0
758,63,97kins8dpp6eaf_data.csv,1,29,Male,American,English,3,16,Two children playing the game together. right one was excited and playing curiously ,2,3,1,3,2,1,2,2,1,1,1,3,3,1,3,1,1,3,2,2,2,2,1,1,2,2,1,3,2,1,1,-1,0,0,0,-2,2,0,2,0,2,0,2,0,0,0,0,0,0,-2,0,0,2,0,1,-1
759,63,97kins8dpp6eaf_data.csv,1,29,Male,American,English,4,07,Two children playing the game together. right one was asking something from left ,3,3,1,3,1,1,3,3,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,3,1,2,0,-2,0,2,0,-2,0,0,0,0,0,0,1,-1,0,-2,0,-2,0,-2,0,0,2,0,1,-1
788,190,9king9cyxp7tk_data.csv,1,45,Male,Other,Other,1,02,I think this childrens played tailoring class.,3,2,3,3,2,1,2,3,1,2,2,2,3,1,2,4,3,2,3,2,2,2,3,3,1,1,3,3,1,4,1,-1,1,1,1,-1,0,0,2,0,2,2,1,1,1,1,0,0,0,2,0,-2,0,2,3,1
789,190,9king9cyxp7tk_data.csv,1,45,Male,Other,Other,2,10,i did't understand.,3,2,1,3,3,1,3,2,2,1,4,3,4,3,1,1,4,1,3,3,3,2,4,1,3,1,3,2,2,4,2,0,1,1,1,-1,1,3,1,3,0,-2,3,1,0,2,1,1,3,1,2,0,1,1,2,2
790,190,9king9cyxp7tk_data.csv,1,45,Male,Other,Other,3,13,the childrens played,3,1,3,0,3,2,1,3,2,0,3,1,1,2,2,4,2,3,4,4,4,1,1,2,2,2,1,2,2,3,1,1,2,0,2,-2,2,0,1,-1,2,2,1,1,0,4,3,1,1,-1,0,0,1,-1,1,1
791,190,9king9cyxp7tk_data.csv,1,45,Male,Other,Other,4,11,The childrens was playing,3,3,1,1,2,1,2,4,1,2,3,1,2,3,2,4,1,3,3,1,3,3,3,1,3,2,4,3,1,3,1,-1,2,2,1,-1,2,0,1,1,2,2,2,0,2,0,0,2,2,0,1,1,1,3,2,0
