,pptID,fileName,condition,age,gender,nationality,firstLang,trial,clipId,freetext,Competing,Cooperating,PlaySeparate,PlayTogether,leftSad,rightSad,leftHappy,rightHappy,leftAngry,rightAngry,leftExcited,rightExcited,leftCalm,rightCalm,leftFriendly,rightFriendly,leftAggressive,rightAggressive,leftEngaged,rightEngaged,leftDistracted,rightDistracted,leftBored,rightBored,leftFrustrated,rightFrustrated,leftDominant,rightDominant,leftSubmissive,rightSubmissive,diffSad,sumSad,diffHappy,sumHappy,diffAngry,sumAngry,diffExcited,sumExcited,diffCalm,sumCalm,diffFriendly,sumFriendly,diffAggressive,sumAggressive,diffEngaged,sumEngaged,diffDistracted,sumDistracted,diffBored,sumBored,diffFrustrated,sumFrustrated,diffDominant,sumDominant,diffSubmissive,sumSubmissive
139,19,22kin2cc4vyve9_data.csv,1,41,Female,American,English,4,17,Two children are playing a game together. Both children appear to be frustrated. ,3,1,1,3,1,1,1,1,3,3,3,3,1,1,1,1,3,3,3,3,1,1,1,1,4,4,1,3,1,1,0,-2,0,-2,0,2,0,2,0,-2,0,-2,0,2,0,2,0,-2,0,-2,0,4,2,0,0,-2
140,91,24kin0nyo6qcco_data.csv,1,33,Male,American,English,1,08,I think they are playing piano and dancing on music.,1,3,1,4,1,1,3,3,1,1,4,4,1,1,4,4,1,1,3,3,1,1,1,1,1,1,3,3,1,1,0,-2,0,2,0,-2,0,4,0,-2,0,4,0,-2,0,2,0,-2,0,-2,0,-2,0,2,0,-2
141,91,24kin0nyo6qcco_data.csv,1,33,Male,American,English,2,18,Both children's playing any kind of game together or playing piano.,3,3,1,4,1,1,3,3,1,1,4,4,1,1,3,3,1,1,4,4,1,1,1,1,1,1,3,3,1,1,0,-2,0,2,0,-2,0,4,0,-2,0,2,0,-2,0,4,0,-2,0,-2,0,-2,0,2,0,-2
142,91,24kin0nyo6qcco_data.csv,1,33,Male,American,English,3,06,Both children playing together on table.,3,3,1,4,1,1,3,3,1,1,3,3,1,1,3,3,1,1,4,3,1,1,1,1,1,1,3,3,1,1,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,1,3,0,-2,0,-2,0,-2,0,2,0,-2
143,91,24kin0nyo6qcco_data.csv,1,33,Male,American,English,4,11,They both playing together on table and I think also dancing.,1,3,1,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,1,1,1,3,3,1,1,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,2,0,-2
152,20,25kin9hxonk78c_data.csv,1,26,Male,American,English,1,09,They played with each other. They were hesitant. They were shy.,3,3,1,3,3,2,1,1,1,1,3,3,3,1,3,1,1,3,3,2,3,3,1,2,3,1,1,3,3,1,1,1,0,-2,0,-2,0,2,2,0,2,0,2,0,1,1,0,2,1,-1,2,0,2,0,2,0
153,20,25kin9hxonk78c_data.csv,1,26,Male,American,English,2,02,They were playing together. they were having fun. They were good.,3,1,0,3,1,1,1,1,1,3,1,3,3,1,1,1,1,3,3,3,2,2,1,1,2,2,1,3,3,1,0,-2,0,-2,2,0,2,0,2,0,0,-2,2,0,0,2,0,0,0,-2,0,0,2,0,2,0
154,20,25kin9hxonk78c_data.csv,1,26,Male,American,English,3,19,They were having fun together. They were playing games and stuff.,3,2,1,3,1,1,1,1,3,1,3,1,1,3,1,1,3,1,3,3,2,2,1,1,2,2,3,1,1,3,0,-2,0,-2,2,0,2,0,2,0,0,-2,2,0,0,2,0,0,0,-2,0,0,2,0,2,0
155,20,25kin9hxonk78c_data.csv,1,26,Male,American,English,4,18,They were playing together. they were having fun and stuff.,3,3,0,3,1,3,1,1,1,3,1,3,3,1,1,1,1,3,3,3,2,2,3,1,1,3,1,3,3,1,2,0,0,-2,2,0,2,0,2,0,0,-2,2,0,0,2,0,0,2,0,2,0,2,0,2,0
156,21,25kinww5mamp3u_data.csv,1,34,Female,American,English,1,07,They seemed to be showing each other something the observed,2,2,0,3,2,1,2,0,4,1,3,4,2,0,2,1,0,4,2,4,0,0,0,0,0,4,0,4,0,0,1,-1,2,-2,3,1,1,3,2,-2,1,-1,4,0,2,2,0,-4,0,-4,4,0,4,0,0,-4
157,21,25kinww5mamp3u_data.csv,1,34,Female,American,English,2,10,The one on the left wasnt really interacting that much as the right one,0,2,0,3,2,2,2,3,0,0,0,4,4,3,2,3,0,0,1,4,4,0,4,0,0,0,0,4,0,4,0,0,1,1,0,-4,4,0,1,3,1,1,0,-4,3,1,4,0,4,0,0,-4,4,0,4,0
158,21,25kinww5mamp3u_data.csv,1,34,Female,American,English,3,20,They both seemed to be having lots of fun with each other ,0,4,0,4,0,0,4,4,0,0,4,4,3,4,4,4,0,0,4,4,0,0,0,0,0,0,2,2,2,2,0,-4,0,4,0,-4,0,4,1,3,0,4,0,-4,0,4,0,-4,0,-4,0,-4,0,0,0,0
159,21,25kinww5mamp3u_data.csv,1,34,Female,American,English,4,15,The one on the right seemed to be having more fun then the one on the left,0,2,1,3,2,0,2,4,0,0,0,3,4,3,3,2,0,0,1,4,3,0,4,0,0,2,0,4,0,4,2,-2,2,2,0,-4,3,-1,1,3,1,1,0,-4,3,1,3,-1,4,0,2,-2,4,0,4,0
180,22,28kinnwqckqzjb_data.csv,1,30,Male,Indian,English,1,14,the left side child was so exited and right side child some what exited and left child was so happy then right side child was not happy,3,3,3,3,1,3,4,0,3,0,4,1,0,4,3,3,3,1,3,1,1,1,0,3,3,1,4,0,3,1,2,0,4,0,3,-1,3,1,4,0,0,2,2,0,2,0,0,-2,3,-1,2,0,4,0,2,0
181,22,28kinnwqckqzjb_data.csv,1,30,Male,Indian,English,2,11,the two kids are playing together then they are so happy,4,4,0,4,1,1,4,4,0,0,4,4,1,1,4,4,1,1,1,1,0,0,0,0,1,1,3,1,1,1,0,-2,0,4,0,-4,0,4,0,-2,0,4,0,-2,0,-2,0,-4,0,-4,0,-2,2,0,0,-2
182,22,28kinnwqckqzjb_data.csv,1,30,Male,Indian,English,3,09,the left side child was so exited and so angry then right side child was so sad,3,2,3,1,1,4,4,1,4,0,4,0,0,4,1,3,4,0,1,3,4,1,1,3,3,1,3,0,3,1,3,1,3,1,4,0,4,0,4,0,2,0,4,0,2,0,3,1,2,0,2,0,3,-1,2,0
183,22,28kinnwqckqzjb_data.csv,1,30,Male,Indian,English,4,07, left side was so arrogant and the right side child was so bored ,3,3,3,1,1,4,3,1,3,1,3,4,1,4,3,1,4,1,3,1,3,1,1,4,1,3,4,1,3,1,3,1,2,0,2,0,1,3,3,1,2,0,3,1,2,0,2,0,3,1,2,0,3,1,2,0
184,85,29kin51dt3xoko_data.csv,1,23,Male,American,English,1,11,The children seemed very playful in their movements and their interactions with each other.,1,3,1,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,1,1,1,1,1,2,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,0
185,85,29kin51dt3xoko_data.csv,1,23,Male,American,English,2,19,The children looked very much as if they were working together on something and seemed to have a good working relationship.,0,4,0,4,0,0,3,3,1,1,2,2,3,3,3,3,0,0,3,3,1,1,1,1,0,0,0,1,0,0,0,-4,0,2,0,-2,0,0,0,2,0,2,0,-4,0,2,0,-2,0,-2,0,-4,1,-3,0,-4
186,85,29kin51dt3xoko_data.csv,1,23,Male,American,English,3,06,The children seemed as if they were in a classic give and take interaction as they worked on something together.,1,3,0,3,1,1,2,2,1,1,1,1,3,3,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,-2,0,0,0,-2,0,-2,0,2,0,0,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
187,85,29kin51dt3xoko_data.csv,1,23,Male,American,English,4,04,The child on the left looked very submissive to the child on the right as they worked together.,1,3,1,3,2,0,1,3,1,1,2,2,2,2,2,2,1,3,3,3,1,1,3,2,2,1,0,4,4,0,2,-2,2,0,0,-2,0,0,0,0,0,0,2,0,0,2,0,-2,1,1,1,-1,4,0,4,0
200,23,30kin9un53h8cn_data.csv,1,29,Female,Indian,Tamil,1,16,The children are playing each other.They are sharing something  with each other.,3,3,0,3,1,1,3,3,1,1,3,1,3,1,3,1,1,3,3,1,1,3,2,3,1,3,3,1,3,0,0,-2,0,2,0,-2,2,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,2,0,3,-1
201,23,30kin9un53h8cn_data.csv,1,29,Female,Indian,Tamil,2,01,The children are arguing with each other.They are fighting with each other.,3,0,0,0,3,0,0,0,3,3,1,3,0,0,4,1,3,3,1,1,3,3,1,1,3,3,3,3,3,1,3,-1,0,-4,0,2,2,0,0,-4,3,1,0,2,0,-2,0,2,0,-2,0,2,0,2,2,0
202,23,30kin9un53h8cn_data.csv,1,29,Female,Indian,Tamil,3,10,The child an the right side is arguing with the child an the left side.,3,0,3,1,3,1,0,0,3,4,3,3,1,3,1,0,1,3,1,1,3,3,1,1,1,1,1,4,1,1,2,0,0,-4,1,3,0,2,2,0,1,-3,2,0,0,-2,0,2,0,-2,0,-2,3,1,0,-2
203,23,30kin9un53h8cn_data.csv,1,29,Female,Indian,Tamil,4,18,The two children are learning with each other.,3,3,0,3,3,0,1,3,1,1,3,4,3,0,4,3,0,3,1,3,1,4,1,1,1,3,1,4,1,1,3,-1,2,0,0,-2,1,3,3,-1,1,3,3,-1,2,0,3,1,0,-2,2,0,3,1,0,-2
204,24,30kinfmzonfky7_data.csv,1,25,Female,Other,Other,1,12,they are fighting together and also crying each other. its very unfair ,4,0,0,1,1,3,1,0,3,2,2,3,1,3,1,3,3,2,3,2,3,2,1,2,3,3,4,1,1,1,2,0,1,-3,1,1,1,1,2,0,2,0,1,1,1,1,1,1,1,-1,0,2,3,1,0,-2
205,24,30kinfmzonfky7_data.csv,1,25,Female,Other,Other,2,19,they are looking very friendly and good. they are playing very well.  ,1,4,0,3,1,2,1,4,0,2,3,2,1,4,3,2,1,2,1,2,1,3,1,3,2,3,1,2,2,2,1,-1,3,1,2,-2,1,1,3,1,1,1,1,-1,1,-1,2,0,2,0,1,1,1,-1,0,0
206,24,30kinfmzonfky7_data.csv,1,25,Female,Other,Other,3,05,they are playing in good manner. they are enjoying the game.  ,1,4,2,3,0,0,4,4,0,1,3,3,1,1,4,4,1,0,1,1,1,0,0,1,1,1,1,0,2,1,0,-4,0,4,1,-3,0,2,0,-2,0,4,1,-3,0,-2,1,-3,1,-3,0,-2,1,-3,1,-1
207,24,30kinfmzonfky7_data.csv,1,25,Female,Other,Other,4,02,they are looking somewhat shouting and fighting in bad manner.  ,3,3,1,3,3,2,4,1,3,2,1,2,1,2,1,0,2,3,2,1,3,2,1,1,3,4,3,4,1,1,1,1,3,1,1,1,1,-1,1,-1,1,-3,1,1,1,-1,1,1,0,-2,1,3,1,3,0,-2
220,86,32kinoseb46nuh_data.csv,1,32,Female,Other,English,1,11,They appear to be taking turns with the touch screen and communicating with each other in between turns.,1,3,3,3,1,1,2,2,0,0,1,1,3,3,3,3,1,1,4,4,1,1,2,1,1,1,2,3,1,1,0,-2,0,0,0,-4,0,-2,0,2,0,2,0,-2,0,4,0,-2,1,-1,0,-2,1,1,0,-2
221,86,32kinoseb46nuh_data.csv,1,32,Female,Other,English,2,01,The child on the right doesn't seem to want the child on the left to play. Either that or the child on the left is dominant.,4,0,3,0,1,3,2,0,1,3,3,3,2,0,2,1,1,3,3,1,1,2,0,3,0,4,3,2,1,1,2,0,2,-2,2,0,0,2,2,-2,1,-1,2,0,2,0,1,-1,3,-1,4,0,1,1,0,-2
222,86,32kinoseb46nuh_data.csv,1,32,Female,Other,English,3,18,The one on the right gave the one on the left little to no opportunity to play with the screen.,3,1,3,1,3,1,1,3,2,2,2,3,3,1,3,1,0,3,1,4,1,1,4,1,3,3,0,4,3,1,2,0,2,0,0,0,1,1,2,0,2,0,3,-1,3,1,0,-2,3,1,0,2,4,0,2,0
223,86,32kinoseb46nuh_data.csv,1,32,Female,Other,English,4,03,"Out of all the videos so far, the children in this one seem to be cooperating the best,",2,4,0,4,0,0,3,3,1,1,3,3,4,4,3,3,0,0,4,4,0,0,0,0,1,1,1,1,0,0,0,-4,0,2,0,-2,0,2,0,4,0,2,0,-4,0,4,0,-4,0,-4,0,-2,0,-2,0,-4
224,87,33kinjarwqt4xx_data.csv,1,29,Male,American,English,1,05,The children didn't really interact that much. The one on the left was really calm with their play and seemed less engaged. The one on the right was more active. It seemed like at the end the one on the right started doing something on the other side interrupting the child on the left.,3,1,3,1,3,0,1,3,2,1,1,4,4,1,2,1,0,4,1,4,3,1,3,0,3,0,0,4,2,0,3,-1,2,0,1,-1,3,1,3,1,1,-1,4,0,3,1,2,0,3,-1,3,-1,4,0,2,-2
225,87,33kinjarwqt4xx_data.csv,1,29,Male,American,English,2,15,"They seemed to be working together on something. The on the right seemed more interested in taking charge, but still cooperated.",1,3,1,3,1,1,2,3,1,1,1,2,3,2,3,2,1,3,3,4,0,0,1,1,1,1,1,3,2,1,0,-2,1,1,0,-2,1,-1,1,1,1,1,2,0,1,3,0,-4,0,-2,0,-2,2,0,1,-1
226,87,33kinjarwqt4xx_data.csv,1,29,Male,American,English,3,04,These two seemed to be working together on something. They both seemed to take a somewhat relaxed approach.,1,3,1,3,1,1,2,2,1,2,1,1,3,3,3,2,1,2,3,3,2,2,1,1,1,2,1,1,2,2,0,-2,0,0,1,-1,0,-2,0,2,1,1,1,-1,0,2,0,0,0,-2,1,-1,0,-2,0,0
227,87,33kinjarwqt4xx_data.csv,1,29,Male,American,English,4,16,"They seemed to be working together on something, but they are disagreeing on it. The one on the right has a more dominant approach and pushes away the other child's hand a few times.",1,3,1,3,2,1,2,1,2,2,1,1,2,1,2,1,3,4,3,4,0,0,0,0,3,3,2,4,1,0,1,-1,1,-1,0,0,0,-2,1,-1,1,-1,1,3,1,3,0,-4,0,-4,0,2,2,2,1,-3
232,88,33kinqcqgvuz6p_data.csv,1,57,Female,American,English,1,12,The child on the left looked like he did not want whatever the child on the right wanted him to have. ,3,1,0,3,1,0,0,1,2,3,0,4,1,1,1,4,0,4,1,4,0,0,1,0,4,2,0,4,3,0,1,-3,1,-3,1,1,4,0,0,-2,3,1,4,0,3,1,0,-4,1,-3,2,2,4,0,3,-1
233,88,33kinqcqgvuz6p_data.csv,1,57,Female,American,English,2,19,They seemed to be just having a conversation about something. No real expressions going on.,1,4,0,3,0,0,2,2,1,0,1,1,3,4,3,3,1,0,4,3,0,0,0,3,1,0,3,1,0,3,0,-4,0,0,1,-3,0,-2,1,3,0,2,1,-3,1,3,0,-4,3,-1,1,-3,2,0,3,-1
234,88,33kinqcqgvuz6p_data.csv,1,57,Female,American,English,3,15,The child on the right seemed to be doing something and he/she didn't want the child on the left doing it also. Or they could be playing separately. Not sure.,1,2,2,2,3,0,1,3,3,0,1,3,3,1,1,3,0,4,1,4,2,0,3,0,3,0,0,4,4,0,3,-1,2,0,3,-1,2,0,2,0,2,0,4,0,3,1,2,-2,3,-1,3,-1,4,0,4,0
235,88,33kinqcqgvuz6p_data.csv,1,57,Female,American,English,4,17,Both of the children seemed very upset with one another.,3,0,0,3,1,1,0,0,3,3,3,3,0,0,1,1,3,3,4,4,0,0,0,0,4,4,3,4,0,0,0,-2,0,-4,0,2,0,2,0,-4,0,-2,0,2,0,4,0,-4,0,-4,0,4,1,3,0,-4
240,89,34kin7tgtnzmaw_data.csv,1,42,Female,American,English,1,01,I noticed they seemed to move independantly and the from time to time interact touching each other or working in the exact same place,3,3,1,4,2,2,3,3,2,2,3,3,3,3,3,3,1,3,3,3,1,1,1,1,1,1,3,1,1,3,0,0,0,2,0,0,0,2,0,2,0,2,2,0,0,2,0,-2,0,-2,0,-2,2,0,2,0
241,89,34kin7tgtnzmaw_data.csv,1,42,Female,American,English,2,04,The one on the left seemed to lead the interatction,0,3,3,2,1,1,2,2,1,1,3,1,3,3,3,3,1,1,1,3,3,3,1,1,2,1,4,0,0,3,0,-2,0,0,0,-2,2,0,0,2,0,2,0,-2,2,0,0,2,0,-2,1,-1,4,0,3,-1
242,89,34kin7tgtnzmaw_data.csv,1,42,Female,American,English,3,20,I think the one on the right was actually laughing at the one on the left,1,3,1,3,0,0,3,4,0,0,2,3,3,3,1,4,0,0,1,3,0,0,1,0,0,0,2,2,1,2,0,-4,1,3,0,-4,1,1,0,2,3,1,0,-4,2,0,0,-4,1,-3,0,-4,0,0,1,-1
243,89,34kin7tgtnzmaw_data.csv,1,42,Female,American,English,4,07,"the one on the right seemed to be directing the one on the left, who didnt seem to understand so the one on the right did whatever they were wanting themselves",2,0,4,1,2,0,1,1,0,0,1,1,3,1,3,2,1,3,4,4,0,0,1,2,2,3,0,4,2,0,2,-2,0,-2,0,-4,0,-2,2,0,1,1,2,0,0,4,0,-4,1,-1,1,1,4,0,2,-2
244,90,34kinn745tln8w_data.csv,1,25,Male,Indian,Tamil,1,15,chase game playing,3,4,3,3,1,2,2,2,2,2,4,3,2,3,2,3,2,4,1,3,3,1,3,1,3,2,3,2,2,3,1,-1,0,0,0,0,1,3,1,1,1,1,2,2,2,0,2,0,2,0,1,1,1,1,1,1
245,90,34kinn745tln8w_data.csv,1,25,Male,Indian,Tamil,2,06,game playing,3,3,3,2,1,4,3,3,2,3,2,3,1,3,1,3,3,1,3,2,1,3,2,3,1,3,3,1,2,3,3,1,0,2,1,1,1,1,2,0,2,0,2,0,1,1,2,0,1,1,2,0,2,0,1,1
246,90,34kinn745tln8w_data.csv,1,25,Male,Indian,Tamil,3,01,hand games,3,3,4,3,1,3,2,3,2,1,3,2,2,3,3,3,2,3,2,3,1,3,3,4,2,1,1,3,2,3,2,0,1,1,1,-1,1,1,1,1,0,2,1,1,1,1,2,0,1,3,1,-1,2,0,1,1
247,90,34kinn745tln8w_data.csv,1,25,Male,Indian,Tamil,4,20,we are sitting in table,3,1,2,3,1,3,3,3,3,4,3,2,2,3,3,4,1,3,4,2,3,2,3,2,2,1,3,1,2,3,2,0,0,2,1,3,1,1,1,1,1,3,2,0,2,2,1,1,1,1,1,-1,2,0,1,1
252,25,34kinresuntvaf_data.csv,1,40,Female,American,English,1,20,They were discussing something. They seemed to not be in agreement about it. ,3,3,1,3,1,1,2,2,1,1,3,1,1,3,3,3,1,1,4,3,1,1,1,1,3,1,3,1,1,3,0,-2,0,0,0,-2,2,0,2,0,0,2,0,-2,1,3,0,-2,0,-2,2,0,2,0,2,0
253,25,34kinresuntvaf_data.csv,1,40,Female,American,English,2,06,The one on the left seemed a little flustered or frustrated. The one on the right was very dominant.,3,3,1,3,1,1,1,1,1,3,1,1,1,1,3,1,1,3,3,4,1,1,1,1,4,1,1,3,3,1,0,-2,0,-2,2,0,0,-2,0,-2,2,0,2,0,1,3,0,-2,0,-2,3,1,2,0,2,0
254,25,34kinresuntvaf_data.csv,1,40,Female,American,English,3,08,The child on the left was bored and looking away. the child on the right was fully engaged and trying to solve something.,1,1,3,1,1,1,1,2,1,1,1,1,3,1,2,2,1,1,1,4,4,1,4,1,1,3,1,3,1,1,0,-2,1,-1,0,-2,0,-2,2,0,0,0,0,-2,3,1,3,1,3,1,2,0,2,0,0,-2
255,25,34kinresuntvaf_data.csv,1,40,Female,American,English,4,04,They both seemed to be arguing and not very happy. The child on the right was much angrier it seems.,4,1,1,3,1,1,1,1,3,4,1,1,1,1,1,0,1,3,3,3,1,1,1,1,3,4,1,3,3,1,0,-2,0,-2,1,3,0,-2,0,-2,1,-3,2,0,0,2,0,-2,0,-2,1,3,2,0,2,0
256,82,34kint8jzkoa7t_data.csv,1,26,Male,Indian,Tamil,1,13,The children's sharing something food or product.,3,1,3,3,1,1,1,3,2,1,1,3,1,3,2,3,2,1,3,2,1,3,1,1,2,3,1,3,2,3,0,-2,2,0,1,-1,2,0,2,0,1,1,1,-1,1,1,2,0,0,-2,1,1,2,0,1,1
257,82,34kint8jzkoa7t_data.csv,1,26,Male,Indian,Tamil,2,18,The right side children not obey the left side children told.,1,2,0,3,3,1,1,2,1,3,1,3,3,3,3,1,1,3,3,1,1,3,1,1,2,2,3,1,3,1,2,0,1,-1,2,0,2,0,0,2,2,0,2,0,2,0,2,0,0,-2,0,0,2,0,2,0
258,82,34kint8jzkoa7t_data.csv,1,26,Male,Indian,Tamil,3,17,children's was speaking something about it.,3,3,0,3,1,3,2,1,2,1,2,2,1,3,1,3,3,1,2,3,1,2,1,1,2,1,2,3,2,2,2,0,1,-1,1,-1,0,0,2,0,2,0,2,0,1,1,1,-1,0,-2,1,-1,1,1,0,0
259,82,34kint8jzkoa7t_data.csv,1,26,Male,Indian,Tamil,4,03,children's were playing like typing,4,3,0,3,1,1,3,3,1,1,3,3,1,1,3,3,1,2,3,3,2,1,1,1,2,2,1,1,2,1,0,-2,0,2,0,-2,0,2,0,-2,0,2,1,-1,0,2,1,-1,0,-2,0,0,0,-2,1,-1
260,26,35kin07o4xt76a_data.csv,1,65,Male,American,English,1,03,"they were sharing to some extent, but it was very harmonious. They were taking turns, but sometimes a ""kid"" didn't want to give up yet",2,3,0,3,1,1,3,3,3,2,3,3,1,1,1,3,3,1,4,3,1,1,0,0,1,1,3,1,1,1,0,-2,0,2,1,1,0,2,0,-2,2,0,2,0,1,3,0,-2,0,-4,0,-2,2,0,0,-2
261,26,35kin07o4xt76a_data.csv,1,65,Male,American,English,2,17,kid on the right was more dominant and the one of the left was not happy about it,2,3,1,3,3,1,0,3,3,1,3,3,1,1,2,1,0,4,3,3,1,1,1,1,4,1,0,4,3,1,2,0,3,-1,2,0,0,2,0,-2,1,-1,4,0,0,2,0,-2,0,-2,3,1,4,0,2,0
262,26,35kin07o4xt76a_data.csv,1,65,Male,American,English,3,02,"this was no clear to me at all. It was like there was a  younger brother on the right ""petering"" the one on the left to ""play with me."" A video game wasn't nearly so obvious to me in this clip.",2,1,1,2,1,3,1,1,2,2,1,3,3,1,1,2,1,3,3,3,1,1,2,1,2,4,3,0,1,1,2,0,0,-2,0,0,2,0,2,0,1,-1,2,0,0,2,0,-2,1,-1,2,2,3,-1,0,-2
263,26,35kin07o4xt76a_data.csv,1,65,Male,American,English,4,01,The one on the left was more in control and the one on the right was picking at what the one on the left was trying to do,3,0,1,2,1,2,2,1,2,3,2,3,3,1,1,2,3,3,3,3,1,1,1,1,2,3,3,1,1,1,1,-1,1,-1,1,1,1,1,2,0,1,-1,0,2,0,2,0,-2,0,-2,1,1,2,0,0,-2
264,27,35kinockcjcocd_data.csv,1,24,Male,American,English,1,15,It seemed that they were holding a mouse with one hand and were using the other hand to press keys on the keyboard. Sometimes they used both hands on the keyboard.,3,1,3,2,2,2,1,2,2,2,1,3,3,1,2,2,1,3,3,3,1,1,2,1,2,1,1,3,1,1,0,0,1,-1,0,0,2,0,2,0,0,0,2,0,0,2,0,-2,1,-1,1,-1,2,0,0,-2
265,27,35kinockcjcocd_data.csv,1,24,Male,American,English,2,06,The right one was more relaxed and in control of the game. The body language was showing that he was more confident.,3,1,2,3,1,1,1,2,1,1,3,3,1,3,2,2,1,1,3,3,1,1,1,1,3,1,1,3,3,0,0,-2,1,-1,0,-2,0,2,2,0,0,0,0,-2,0,2,0,-2,0,-2,2,0,2,0,3,-1
266,27,35kinockcjcocd_data.csv,1,24,Male,American,English,3,07,The child on the right seemed to be angry and aggressive. He was acting dominant over the child on the left.,4,2,1,3,3,1,1,0,1,4,1,3,3,0,3,0,0,4,3,3,1,1,1,0,1,4,0,4,4,0,2,0,1,-3,3,1,2,0,3,-1,3,-1,4,0,0,2,0,-2,1,-3,3,1,4,0,4,0
267,27,35kinockcjcocd_data.csv,1,24,Male,American,English,4,08,The child on the left was distracted and didn't even care about the game. ,0,0,4,0,1,1,1,1,1,1,0,3,4,1,2,2,0,1,0,3,4,1,4,1,3,1,1,1,1,1,0,-2,0,-2,0,-2,3,-1,3,1,0,0,1,-3,3,-1,3,1,3,1,2,0,0,-2,0,-2
276,28,36kin6rdpo1fx7_data.csv,1,29,Female,Indian,Tamil,1,14,Children playing game with some objects giving something to another child ,4,4,1,4,2,1,2,1,3,1,3,4,3,1,4,3,1,2,2,3,1,3,2,0,2,3,2,1,2,3,1,-1,1,-1,2,0,1,3,2,0,1,3,1,-1,1,1,2,0,2,-2,1,1,1,-1,1,1
277,28,36kin6rdpo1fx7_data.csv,1,29,Female,Indian,Tamil,2,08,The right child was playing something and left one was sitting calm and not interacted with each other,1,1,3,0,3,0,1,3,3,1,2,3,4,0,0,3,3,1,1,3,2,3,4,1,3,1,0,4,2,1,3,-1,2,0,2,0,1,1,4,0,3,-1,2,0,2,0,1,1,3,1,2,0,4,0,1,-1
278,28,36kin6rdpo1fx7_data.csv,1,29,Female,Indian,Tamil,3,16,Both the child was interacting with each other and playing the game very well ,4,4,0,4,0,0,3,4,1,0,2,3,1,0,4,4,0,1,4,3,1,0,1,0,1,2,1,3,3,2,0,-4,1,3,1,-3,1,1,1,-3,0,4,1,-3,1,3,1,-3,1,-3,1,-1,2,0,1,1
279,28,36kin6rdpo1fx7_data.csv,1,29,Female,Indian,Tamil,4,17,the two childrens not playing well they fighted each other right one dominated the left,1,0,3,0,4,0,1,3,3,2,1,3,4,0,4,1,1,4,1,4,3,0,3,0,1,4,0,4,1,3,4,0,2,0,1,1,2,0,4,0,3,1,3,1,3,1,3,-1,3,-1,3,1,4,0,2,0
300,84,40kintx2n43ne3_data.csv,1,30,Male,American,English,1,08,It looked as if the one on he right was holding something and the one on the left tried to see what it is.,1,2,1,3,1,1,2,2,1,1,2,2,3,3,3,3,1,2,3,3,2,1,2,1,2,1,1,3,3,1,0,-2,0,0,0,-2,0,0,0,2,0,2,1,-1,0,2,1,-1,1,-1,1,-1,2,0,2,0
301,84,40kintx2n43ne3_data.csv,1,30,Male,American,English,2,14,It looked like they were playing together and got along well.,0,4,0,4,0,0,3,3,0,0,3,3,4,4,3,3,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,-4,0,2,0,-4,0,2,0,4,0,2,0,-4,0,4,0,-4,0,-4,0,-4,0,-2,0,-4
302,84,40kintx2n43ne3_data.csv,1,30,Male,American,English,3,11,Two kids having fun playing although the one on the left looked a little frustrated.,2,3,1,3,1,1,2,3,3,1,3,3,1,2,2,3,3,1,3,3,3,1,1,1,3,1,3,2,1,1,0,-2,1,1,2,0,0,2,1,-1,1,1,2,0,0,2,2,0,0,-2,2,0,1,1,0,-2
303,84,40kintx2n43ne3_data.csv,1,30,Male,American,English,4,03,It looked like two kids were rolling cars around on the table.,2,3,1,4,0,0,4,4,0,0,4,3,1,1,4,4,3,3,4,4,0,0,0,0,0,0,2,2,1,1,0,-4,0,4,0,-4,1,3,0,-2,0,4,0,2,0,4,0,-4,0,-4,0,-4,0,0,0,-2
308,29,41kinrpgbtne7p_data.csv,1,30,Male,Other,Other,1,03,"I noticed that the two children were interacting with each other, and at one point the children on my left put his hands on his face",3,1,4,1,3,1,1,3,1,2,3,4,3,2,3,3,1,2,2,2,2,1,1,1,3,1,1,3,2,2,2,0,2,0,1,-1,1,3,1,1,0,2,1,-1,0,0,1,-1,0,-2,2,0,2,0,0,0
309,29,41kinrpgbtne7p_data.csv,1,30,Male,Other,Other,2,01,"I noticed that their hands were touching each other, so I would say that they were collaborating",0,4,1,4,2,1,3,2,1,2,3,2,3,1,3,2,1,1,2,2,3,2,1,1,1,2,1,3,1,2,1,-1,1,1,1,-1,1,1,2,0,1,1,0,-2,0,0,1,1,0,-2,1,-1,2,0,1,-1
310,29,41kinrpgbtne7p_data.csv,1,30,Male,Other,Other,3,09,"I thing that they were talking to each other moving their hands, so I suppose they are collaborating",1,4,0,4,1,2,3,2,2,1,2,3,3,2,3,2,1,1,2,3,3,2,1,2,1,2,1,3,3,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,-2,1,1,1,1,1,-1,1,-1,2,0,2,0
